Route,Count
anchal elavaramkuzhy,3
elavaramkuzhy anchal,1
elavaramkuzhy anchal market,2
elavaramkuzhy punalur,2
punalur elavaramkuzhy (stay),1
thrippunithura nirmala college muvattupuzha,11
kolenchery nirmala college muvattupuzha,8
nirmala college muvattupuzha thrippunithura,1
kothamangalam high court,1
nellad muvattupuzha,1
muvattupuzha nellad,1
illichuvadu ernakulam,1
perumbavoor thiruvananthapuram,3
thiruvananthapuram perumbavoor,3
perumbavoor palakkad,1
kottayam perumbavoor,2
perumbavoor kollam,1
kollam thrissur,2
thrissur perumbavoor,1
muthappanpuzha thodupuzha,1
kodungallur kozhikkode,3
poonjar ernakulam,1
kaliyikkavila thrissur,2
thrissur kaliyikkavila,2
palakkad kaliyikkavila,5
kaliyikkavila palakkad,1
vizhinjam guruvayoor,1
guruvayoor vizhinjam,1
perambra thamarassery,2
perambra kallanode,2
kallanode perambra,2
thrissur muvattupuzha,1
muvattupuzha irinjalakuda,1
irinjalakuda kottayam,1
ernakulam irinjalakuda,2
irinjalakuda ernakulam,1
mala thiruvananthapuram,3
mala kurumassery,1
mala kundoor,2
kundoor thrissur,3
mala kozhikkode,2
chellanam alappuzha,4
chellanam kottayam,2
kunnamkari changanassery,7
ernakulam adimaly,1
koothattukulam pala,5
manneera pathanamthitta,2
konni thannithodu,2
thannithodu pathanamthitta,1
pathanamthitta pathanapuram,6
pathanapuram konni,1
pathanamthitta pathanamthitta (circular),7
pathanamthitta kozhencherry,12
kozhencherry pathanamthitta,12
kozhencherry kozhencherry (circular),1
pathanamthitta edathuva,1
edathuva pathanamthitta,2
ranny valiyakavu,1
valiyakavu ranny,2
ranny perumthenaruvi,4
perumthenaruvi ranny,2
mananthavady padinjarethara,1
padinjarethara mananthavady,1
kalpetta choladi,2
choladi kalpetta,2
kalpetta vaduvanchal,2
vaduvanchal kalpetta,2
koothuparamba cheruvanchery,1
cheruvanchery koothuparamba,1
thalassery peralassery,1
peralassery thalassery,1
thrissur thalassery,2
thalassery vengad,1
mukkam muthappanpuzha,1
muthappanpuzha thiruvambady,4
josegiri payyannur,6
kanamvayal payyannur,1
payyannur kanamvayal,1
payyannur kundyam,2
kundyam payyannur,2
chennad kunnonni,1
kunnonni erattupetta,1
ottapalam palakkad,1
csez kakkanad kodungallur,1
csez kakkanad north paravoor,1
north paravoor kakkanad,1
kakkanad kodungallur,1
kattakkada neyyar dam (stay),24
thirumandhamkunnu kottayam,1
kodungallur kumily,1
ernakulam vallyentha,1
guruvayoor pala,1
vattappara ernakulam,1
ernakulam suryanelli,1
suryanelli ernakulam,3
ernakulam pius nagar,1
pius nagar ernakulam,1
thiruvananthapuram mananthavady,2
mananthavady thiruvananthapuram,2
muthukurussi aliparamba,2
channapetta kollam civil station,1
perumathura all saints college,1
anchal kulathupuzha,4
alappuzha arthunkal (stay),10
vaikkom vandanam medical college,1
thanneermukkom vandanam medical college,1
thanneermukkom alappuzha railway station,19
pooppara vaikkom,1
vaikkom pooppara,1
chittoor depot meenakshipuram,1
meenakshipuram guruvayur,1
asmabi thodupuzha,1
thodupuzha kodungallur,1
attingal paravur,3
melemukku nedumangad,2
melemukku thiruvananthapuram,2
thiruvananthapuram valiyamala,5
valiyamala nedumangad,3
nedumangad valiyamala,2
edathuva changankary,1
changankary thiruvalla,1
thiruvalla pandankary,1
pandankary changanassery,1
nedumangad murukkumpuzha,37
nedumangad erumala,2
erumala thiruvananthapuram,1
thiruvananthapuram erumala,5
erumala paruthikuzhy,2
paruthikuzhy attinpuram,1
guruvayoor edathuva,1
chakkulathukavu guruvayoor,1
guruvayoor chakkulathukavu,1
chalode kannur,1
chalode sreekandapuram,1
parappanangadi malappuram,1
vilakkupara kollam,1
kollam vilakkupara,1
vilakkupara chadayamangalam,1
anchal kollam,1
neyyattinkara vlathankara pally,1
vlathankara pally neyyattinkara,1
vlathankara pally malayattoor,1
malayattoor vlathankara pally,1
tholanur palakkad,11
athipotta palakkad,1
palakkad athipotta,5
palakkad pazhambalacode,5
pazhambalacode palakkad,1
anappara vithura,1
monippally pala,2
muttamoodu vithura culvert,1
nedumangad central polytechnic,1
central polytechnic nedumangad,1
vithura culvert vithura culvert (circular),2
puthukkulam pathanamthitta,7
pathanamthitta puthukkulam,7
pathanamthitta mampara,1
mampara pathanamthitta,1
ranny pathanamthitta,2
pathanamthitta vadasserikkara,5
vadasserikkara pathanamthitta,5
pathanamthitta thalachira,10
marthoma college thiruvalla ponthenpuzha,1
mallappally marthoma college thiruvalla,35
marthoma college thiruvalla karukachal,1
ponthenpuzha thiruvalla,2
karukachal thiruvalla,2
vadakara cherandathur,2
vadakara kuttiady,4
kuttiady vadakara,3
vadakara parakkadavu,2
parakkadavu vadakara,2
cheruvathoor mayyal,3
mayyal kasaragod,1
mayyal kanhangad,1
kanhangad mayyal (stay),1
mayyal cheruvathoor,2
kanhangad bandadka,2
kanhangad bandadka (stay),3
bandadka kanhangad,3
kasaragod pallippara,1
pallippara kasaragod,2
cheruvathoor pallippara (stay),2
kasaragod kairalipara,1
kairalipara kasaragod,1
payyannur payyavoor,1
thaliparamba pazhayangadi,2
payyannur ramanthali,1
ramanthali payyannur,1
payyannur mayyil,1
mayyil payyannur,1
thodupuzha north paravoor,4
perumbavoor thodupuzha,1
all saints college perumathura,1
gopalapuram palakkad,1
valook vadakara,1
eloor cherthala,2
aluva vytilla hub,1
vytilla hub eloor,1
ernakulam varapuzha,1
varapuzha chottanikara,1
ernakulam udumbannoor,1
udumbannoor ernakulam,2
thiruvalla kulathoormoozhy,1
thoppumpady kakkanad,1
karunagappally kottayam,9
kakkanad kumbalangy ferry,2
kulathoormoozhy mallappally,2
anakulam mankayam,1
maripuzha thiruvambady,1
mundot kanhangad depo,2
mankayam thennoor,1
chathannoor kallamabalam,7
kumbalangy ferry kakkanad,1
palode idinjar,1
kulathupuzha elicode,2
chethukayam kanhangad,1
rajakkad thodupuzha,1
kattappana alappuzha,2
alappuzha kattappana,3
moolamattom ernakulam,2
ernakulam moolamattom,2
thalassery depot cheruvanchery,4
cheruvanchery thalassery depot,3
cheruvanchery thalassery,2
thalassery cheruvanchery,3
thalassery chedikkulam,1
chedikkulam thalassery,1
karimbu thiruvambady,2
thiruvambady muthapanpuzha,5
thiruvananthapuram kannur (minnal deluxe),4
kanjirappally nilambur,2
nilambur kottayam,1
kottayam nilambur,1
nilambur kattappana,1
kattappana nilambur,1
nilambur ernakulam,1
ernakulam nilambur,1
koloth jetty bharananganam,1
changanassery vadakeveliyanad,7
vadakeveliyanad changanassery,2
vadakeveliyanad thiruvalla,1
palani cherthala,1
muhamma ernakulam,1
cherthala thiruvananthapuram,3
cherthala changanassery,1
changanassery ernakulam,2
cherthala harippad,1
harippad perumbavoor,1
cherthala perumbavoor,2
kalpetta vythiri,3
perumbavoor alappuzha,1
perumbavoor cherthala,2
cherthala punalur,1
chalakudy thodupuzha,1
pala koothattukulam,5
kadamankode kollam civil station,1
chellanchy nedumangad,2
ilanjiyam thiruvananthapuram,1
kollam civil station kulathupuzha,48
pala monippally,3
kollam civil station kottarakkara,48
iqbal college chellanchy,1
alappuzha kothamangalam,2
kothamangalam cherthala,1
cherthala eloor,2
eloor kanichukulangara,1
kanichukulangara chottanikara,1
chottanikara harippad,1
harippad aluva,1
cherthala nedumbassery airport,1
alappuzha nedumbassery airport,3
nedumbassery airport alappuzha,4
nedumbassery airport cherthala,1
alappuzha kumily,4
kumily cherthala,1
cherthala guruvayoor,1
chalakudy nalukettu,1
nalukettu angamaly,1
kalady plantation thrissur,1
thrissur mavelikara,1
mavelikara palakkad,1
palakkad mavelikara,5
mavelikara seetha mount,1
seetha mount mavelikara,1
thiruvananthapuram erumely,4
muvattupuzha konnakkad,1
kozhikkode kanhangad,1
kanhangad karipur airport,1
karipur airport kanhangad,1
thalassery kottayam,1
kottayam thalassery,1
thiruvananthapuram thalassery,1
thalassery thiruvananthapuram,1
perikkallur iritty,1
kalpetta iritty,1
iritty kalpetta,1
thuruthipuram thrissur,3
kottayam muttom,1
muttom kottayam medical college,4
piravom bangalore,1
bangalore piravom,1
thrissur pathanamthitta,2
changanassery kattapana,3
kattapana changanassery,3
changanassery mundakayam,7
kozhikkode thottumukkam,10
thottumukkam kakkadampoyil,1
thiruvambady nayadampoyil,1
panayam kottiyam,1
nayadampoyil karimbu,1
kottiyam panayam,1
panayam parippally,1
attingal panayam,1
changanassery thiruvananthapuram,4
guruvayoor thodupuzha,2
north paravoor erumely,1
thodupuzha kozhikkode,1
kozhikkode thodupuzha,1
thodupuzha mananthavady,1
mananthavady thodupuzha,1
thodupuzha muthappanpuzha,1
kallara panavoor,1
moonnanakuzhy pothencode,1
pothencode karettu,1
karettu aruvikkarakonam,1
aruvikkarakonam venjaramoodu,2
tvm medical college muthuvila,1
muthuvila aruvikkarakonam,1
palode puliyoor,3
peringamala palode,1
chellanchy palode,2
perumbavoor north paravoor,3
north paravoor thodupuzha,6
thodupuzha aluva,4
angamaly olive mount,2
angamaly olive mount (stay),3
muhamma ambalappuzha,9
vettampara oonukal,1
oonukal kothamangalam,1
aluva karakkathuruth,6
aluva vayalkara,1
vayalkara aluva,1
karakkathuruth aluva,4
aluva kizhakkambalam,1
aluva thaikkavu,1
thaikkavu aluva,1
angamaly piravom,1
aluva kalamassery,6
perappayam kollam,1
panayam kallambalam,1
kollam kilimanoor,1
jersy farm tvm medical college,1
kanhangad chethukayam (stay),1
ernakulam parassala,1
vizhinjam attingal,1
kaliyikkavila attingal,1
kaliyikkavila vizhinjam,2
neeleswaram chittarikal,5
kanhangad payyannur railway station,41
payyannur railway station theyyeni,1
theyyeni cherupuzha,1
kalpetta chooralmala,4
chooralmala mananthavady,2
vythiri kalpetta,3
palakkad kadampuzha,6
palakkad kadampuzha (stay),7
kadampuzha palakkad,3
mannarkad anakkatty (stay),23
anakkatty mannarkad,16
thalassery virajpet,3
thalassery virajpet (stay),4
virajpet thalassery,4
kannur chittariparamba (stay),1
chittariparamba kannur,1
thalassery padannakkara,5
thalassery padannakkara (stay),6
mankayam kozhikkode,4
kozhikkode vayalada,2
vayalada kozhikkode,3
kollam panamood,2
ayoor nedumangad,30
punalur ambanad,1
ambanad aryankavu,1
palakkad pollachi (stay),51
bangalore sulthan bathery,1
nedumkandam changanassery,1
changanassery nedumkandam,2
nedumkandam chemmannar,1
chemmannar changanassery,1
nedumkandam kottarakkara,1
malappuram ernakulam jetty,6
ernakulam jetty malappuram,6
oachira changanassery,1
kannur uruppumkutty,2
uruppumkutty kannur,1
uruppumkutty iritty,2
iritty uruppumkutty,1
iritty payam (stay),1
payam iritty,1
iritty vallithode (stay),1
vallithode kannur,1
kannur valathode,2
valathode kannur,2
karikkottakary kannur,1
kannur karikkottakary,1
valathode iritty,3
iritty valathode,2
iritty valathode (stay),3
iritty karikkottakary,1
chathancode neyyatinkara,1
neyyatinkara vithura,2
east fort anappara,1
kottayam kakkanad,1
perinthalmanna thiruvizhamkunnu,9
perinthalmanna thiruvizhamkunnu (stay),11
thiruvizhamkunnu perinthalmanna,10
angamaly kalady plantation,4
kalady plantation aluva,20
angamaly vallamkadavu ferry,1
angamaly vallamkadavu ferry (stay),2
vallamkadavu ferry chalakudy,3
chalakudy vallamkadavu ferry,1
kachani east fort,1
east fort kachani,1
thaliparamba kudiyanmala (stay),18
kannur vaithalmala,1
vaithalmala kannur,1
vaithalmala thaliparamba,1
thaliparamba vaithalmala,1
kannur naduvil,1
kallunkal thiruvalla,2
thiruvanvandoor kallunkal,1
kallunkal chumathra,1
chumathra chengannur,1
thiruvalla kayalpuram,2
thiruvalla kayalpuram (stay),3
kayalpuram thiruvalla,3
kayalpuram chengannur,1
chengannur kayalpuram,1
thalassery vilangad,1
vilangad thalassery,1
thalassery chemperi,1
chemperi thalassery,1
thalassery vaithalmala (stay),1
vaithalmala thalassery,1
thalassery aralam farm,1
aralam farm thalassery,1
sathram vandiperiyar,2
ottapalam chelakkara,2
chelakkara ottapalam,2
thrissur cherpulassery,1
ernakulam perumpadappu,1
thrissur injakundu,1
thrissur injakundu (stay),2
vallyentha ernakulam,1
alappuzha coimbatore,1
mavelikkara kollam,1
kollam kottayam,3
kollam mavelikara,3
kottayam veliyannoor,17
mavelikara kollam,1
kollam west kallada,1
kollam west kallada (stay),2
west kallada kollam,2
kundara plakode,1
plakode oachira,1
plakode kollam,1
karunagappally plakode,1
kollam ambalamkunnu (stay),3
changanasserry pathanamthitta,2
aryanad methottam,1
kumily elappara,5
elappara kumily,5
kalpetta thrissur,3
sulthan bathery palakkad,2
palakkad sulthan bathery,6
sulthan bathery perinthalmanna,1
perinthalmanna sulthan bathery,1
sulthan bathery guruvayoor,1
guruvayoor sulthan bathery,1
mepral kulathoormoozhy,1
kulathoormoozhy karukachal,1
mallappally karukachal,1
karukachal marthoma college thiruvalla,3
attingal peranam temple,2
peranam temple attingal,1
peranam temple tvm medical college,2
tvm medical college peranam temple,2
nellimoodu pulluvila,1
pulluvila thiruvananthapuram,1
kaliyikkavila kovalam,1
kovalam kaliyikkavila,2
neyyattinkara kovalam,1
thiruvananthapuram adimalathura,8
adimalathura thiruvananthapuram,4
kattakkada chappath,2
anchal chadayamangalam,4
kulathupuzha punalur,7
pullupana chadayamangalam,1
chadayamangalam moolappana,1
moolappana anchal,1
anchal anchal (circular),2
anchal nettayathukonam,1
nettayathukonam kollam,1
chadayamangalam panayam,1
panayam ayoor,1
aluva ayyampuzha,2
ayyampuzha angamaly,1
kollam kanakakkunnu,1
kanakakkunnu kollam (chinnakada),1
kollam (chinnakada) kanakakkunnu,2
kanakakkunnu oachira,1
maripuzha kozhikkode,1
kozhikkode karimbu,1
thiruvambady university,1
university kozhikkode,1
kozhikkode university,1
university perumboola,1
perumboola thiruvambady,1
ponnankayam kozhikkode,3
kozhikkode ponnankayam,2
koombara thiruvambady,1
kodenchery thamarassery,1
kozhikkode kodenchery,1
kozhikkode kodenchery (stay),2
anakkampoyil kozhikkode railway station,12
kozhikkode anakkampoyil (stay),10
kozhikkode vettilappara (stay),1
vettilappara kozhikkode,1
venjaramoodu kanthalakonam,1
kanthalakonam bhoothamadakki,2
bhoothamadakki kanthalakonam,1
bhoothamadakki tvm medical college,1
ranny amritha medical college,1
mallappally amritha medical college,2
koothattukulam amritha medical college,1
konni amritha medical college,1
vellanathuruthu oachira,1
oachira valiazheekal,1
valiazheekal kollam (chinnakada),1
kayamkulam valiazheekal,1
valiazheekal oachira,1
kollam kaithakody,1
kaithakody chathannoor,1
chathannoor kaithakody,1
kaithakody karunagappally,1
karunagappally kaithakody,1
kaithakody kottarakkara,1
kollam (chinnakada) perumon,6
kollam perumon (stay),3
perumon kollam (chinnakada),5
perumon kollam,2
perumon kayamkulam,1
kollam perumon,2
vadakkencherry choorupara,2
choorupara vadakkencherry,3
pandalam kollam,5
guruvayoor chottanikara,1
chottanikara guruvayoor,1
kadassery pathanapuram,5
mathil payyannur,7
punalur kattampally (stay),2
kattampally anchal,2
cheruvathoor kayyoor,1
kollam pandalam,6
vellikulangara chalakudy,7
muthapanpuzha thamarassery,1
thekkady ernakulam,1
kadakkal nedumangad,2
nedumangad nilamel,1
kottarakkara pachoor,2
pachoor kottarakkara,2
pachoor kollam (chinnakada),1
kollam pachoor,1
thiruvananthapuram neyyar dam (stay),26
pathanamthitta gurunadhanmannu,1
gurunadhanmannu pathanamthitta,1
adoor pathanapuram,2
pathanapuram pathanamthitta,6
pathanamthitta karunagappally,1
karunagappally malayalapuzha,1
malayalapuzha pathanamthitta,1
pathanamthitta kottarakkara,1
kottarakkara pathanamthitta,1
pathanamthitta laha,1
laha pathanamthitta,1
pathanamthitta angamoozhy (stay),4
angamoozhy pathanamthitta,3
pathanamthitta kottamanpara,1
kottamanpara pathanamthitta,1
pathanamthitta chittar,1
chittar pathanamthitta,1
pathanapuram pattazhy,14
pathanapuram pattazhy temple,19
pattazhy temple pathanapuram,19
pattazhy pathanapuram,14
pathanapuram adoor,1
kumbalangy ferry ernakulam,1
kumbalangy ferry vytilla hub,2
vytilla hub kumbalangy ferry,2
munnar suryanelli (stay),2
munnar koviloor,1
koviloor ernakulam,2
munnar thiruvalla,1
thiruvalla munnar,1
kottayam munnar,3
munnar alappuzha,4
alappuzha munnar,3
kothamangalam thiruvananthapuram,3
thiruvananthapuram kothamangalam,3
kothamangalam kootumveli,1
kootumveli kothamangalam,1
kothamangalam kanjiraveli,2
kanjiraveli kothamangalam,2
kothamangalam paingottoor,11
paingottoor kothamangalam,12
aluva devikulam,1
devikulam ernakulam,2
uppukulam aluva,1
kothamangalam charupara,13
kothamangalam palamattom,2
palamattom kothamangalam,1
kothamangalam urulanthanni,1
alappuzha thenkasi,1
koorachundu vayalada,1
kozhikkode railway station chennamangallur,3
kozhikkode chennamangallur,1
chennamangallur kozhikkode,2
muttamoodu nedumangad,1
chalakudy athirappally (stay),7
athirappally chalakudy,4
ranny kisumam,1
kisumam ranny,1
valiyakavu edamuri,1
ranny 70 acre,2
70 acre ranny,2
ranny ranny (circular),3
ranny vechoochira,3
vechoochira pathanamthitta,1
pathanapuram pattazhy (stay),15
pathanapuram poonkulanji (stay),12
tirur kozhikkode,3
chettachal tvm medical college,1
tvm medical college kallar,2
aryanad neyyatinkara,2
punnala kunnikode,1
punnala kudara,1
ernakulam vytilla hub pala,18
seethathode ernakulam vytilla hub,1
kottayam ambayathode,1
ambayathode pala,1
sulthan bathery panamaram,10
thiruvananthapuram vytilla hub,1
vytilla hub kanjirapally,1
kanjirapally pala,1
panamaram sulthan bathery,10
ranny mannadisala,5
changanassery thookkupalam,1
thookkupalam changanassery,1
chengannur nedumkandam,1
nedumkandam chengannur,1
kumily kaliyikkavila,1
thiruvananthapuram nilambur,2
chittoor velanthavalam,1
velanthavalam thrissur,1
kottayam medical college vaikkom,41
erumely kanayankavayal,1
amritha medical college vallikkavu,1
kayamkulam amritha medical college,1
ponkunnam kanayankavayal (stay),3
alappuzha amritha medical college,3
kanayankavayal kuzhimavu,1
thiruvalla amritha medical college,2
amritha medical college changanassery,2
amritha medical college kottayam,2
erumely kottayam,3
kottayam amritha medical college,8
guruvayoor azhakiyakavu temple,1
kottayam erumely,4
pala bangalore,1
parassinikadavu piravom,1
thiruvananthapuram palakkad,20
kumily pathanamthitta,2
agricultural univeristy chalakudy,1
kallambalam thiruvananthapuram,1
nilambur thiruvambady,2
thodupuzha sulthan bathery,1
sulthan bathery thaloor,14
sulthan bathery puttad,2
puttad sulthan bathery,2
erumely mananthavady,1
mananthavady erumely,1
palode guruvayoor,1
ponkunnam cheruthoni,1
cheruthoni adoor,1
alappuzha nadavayal,1
nadavayal changanassery,1
changanassery kattappana,1
kattappana changanassery,1
changanassery murikkassery,1
kasaragod kottayam (minnal deluxe),2
kottayam kasaragod (minnal deluxe),2
anakulam kallara,1
kallara palode,2
palode sasthamnada,1
sasthamnada iqbal college,1
pala guruvayoor,1
kaniyapuram cheramanthuruthu,1
cheramanthuruthu thiruvananthapuram,1
thiruvananthapuram cheramanthuruthu,1
cheramanthuruthu kazhakkoottam,1
cheramanthuruthu kaniyapuram,1
paruthippally thiruvananthapuram,2
kulathupuzha elicode (stay),3
elicode kulathupuzha,3
elicode punalur,1
punalur elicode,1
kulathupuzha kattilapara,1
kattilapara kadamankode,1
kulathupuzha panayam,1
panayam punalur,3
punalur panayam,2
pandalam amritha medical college,1
changanassery amritha medical college,2
pathanapuram amritha medical college,1
pathanamthitta amritha medical college,1
thrissur thiruvalla,1
elamkadu ernakulam vytilla,1
ernakulam vytilla elamkadu,2
elamkadu pala,1
pala kozhikkode,5
